cliente_key,nome,genero,data_nascimento,cidade,estado,data_cadastro,dw_record_hash,dw_valid_from,dw_valid_to,dw_is_current,cliente_sk,_gold_airflow_run_id,_gold_processed_at
11925,Maria Vitória Costela,Outro,1999-02-22,Cirino Alegre,AC,2024-09-24,b8115738a23bd7e51506e6c61c9cd45dd34234fe79e7e6a96b71e976860b88c0,1900-01-01,9999-12-31 23:59:59,True,3cdbc3a63380e71445f3a9cb69073629ce18efdde4813bce67d18b7e4e57236b,manual_run_1,2026-06-24 00:59:33.548
1861,Sra. Maria Luísa Andrade,F,1961-10-16,Oliveira,PI,2026-05-05,bb9c4cffc7ea6fe1d71ab284b4e01e121e35bcc417ad199fed22843fa53c6873,1900-01-01,9999-12-31 23:59:59,True,cc8c3bf3a5c51a2e83346d1acbdfb7de87b79cec32d000fa8a3b07c276ea7c78,manual_run_1,2026-06-24 00:59:33.548
14332,Sra. Maria Sophia Brito,Outro,1954-10-13,Brito,CE,2024-11-01,fee0c482e2f806794e1425f846fad46e7e8031bb5e8d9c0ca3d7831e748adf9d,1900-01-01,9999-12-31 23:59:59,True,8873df146a15b35ea58045f5cf3e8cb2af8e82a461d9bf1e72ce4ebb34d6ac22,manual_run_1,2026-06-24 00:59:33.548
10242,Maria Sophia Castro,F,1986-11-23,Pereira,MG,2025-08-01,ab10b9f5943cc9dc2072fc4f3cefc3c1e31bf4999c7bafeb08944ae1b16c8eb6,1900-01-01,9999-12-31 23:59:59,True,3a20d4d445e440a882b53e94854b478eb2e3c880234cd2b228e258e2b6b11009,manual_run_1,2026-06-24 00:59:33.548
5225,Dr. Cauã Borges,M,1984-10-19,Mendes,PB,2024-01-25,199952337e0cdb1a8c6e8e6fdf68cef5460a86d47014fbad0b543dc9e274926f,1900-01-01,9999-12-31 23:59:59,True,94be28a147e377a5978a02a69fb6d7d43887cd5af0343d8957b1b2bcba8470a4,manual_run_1,2026-06-24 00:59:33.548
7992,Lavínia Sá,M,2007-06-26,Viana de Cavalcante,RO,2026-04-17,0318c812ddbd4d901b7ad580ef34ab14f107d741ae41167d529ead825c516373,1900-01-01,9999-12-31 23:59:59,True,26c669c38133478a709ea97eb13c00f7d7deee3a4b9fe22fe1c565810799c7b0,manual_run_1,2026-06-24 00:59:33.548
4684,Manuela Machado,Outro,1964-03-28,Farias Alegre,ES,2023-08-19,ea9a73466b01d89de9ce4e2e0422ed0c252988066b1d1f63843e88de991bc96a,1900-01-01,9999-12-31 23:59:59,True,00092ef88b475ab2ecb3e3c2851bd748b3640a81a69d7ecc92f74a9a6b858f86,manual_run_1,2026-06-24 00:59:33.548
8067,Davi Miguel Silva,M,1991-02-09,Fonseca,AL,2024-03-27,6468bc7d8c34cfe75ebd1f6cec68cab930219983c8368baa21cbdb45c0ad02c9,1900-01-01,9999-12-31 23:59:59,True,4fc492c5b47f539331c0667851f71870809bb8d755e5b6142a81f98b73665cdc,manual_run_1,2026-06-24 00:59:33.548
4625,Ana Luiza Moura,F,1996-05-30,Moreira do Galho,TO,2025-01-25,6b201b43e1a9cbdada5a81e67135dd63214fc6b556e08d1e59e00a40cfba4316,1900-01-01,9999-12-31 23:59:59,True,f3568d38f756597bc02621cadeb42eaae967262af2671cb079795914bae9cec3,manual_run_1,2026-06-24 00:59:33.548
512,Lara Lima,Outro,1964-05-19,da Cunha,RS,2024-05-08,b5c712913e1283556a3281591586524773877a6dd64eec658bb88d4b8396f811,1900-01-01,9999-12-31 23:59:59,True,a19ee3bd66217dfb2239d14aa7bc88211c87a27ce44ee698ac48c43221a17c95,manual_run_1,2026-06-24 00:59:33.548
6444,Sr. Thomas Peixoto,M,1964-08-22,Ramos Verde,AP,2025-01-28,f9efade84e71edc5b1e349f5d17818b9a52360389afbd45e39418afba3ab2538,1900-01-01,9999-12-31 23:59:59,True,5e5240903f1530e0e53d38a3660dcc9dcaea57c3c1ce41f3d19eddbf90a0cb30,manual_run_1,2026-06-24 00:59:33.548
12489,Elisa Almeida,Outro,1998-09-16,Sá do Amparo,SE,2026-01-14,9557655ddd6c51c71faa9605b2f87d4c5fed91f437aa5ff2fe966cfa1754a866,1900-01-01,9999-12-31 23:59:59,True,702e96769ef652dbd640ed6f356dd7766e96acb118ef6b12ef7e25e67ed5fdf6,manual_run_1,2026-06-24 00:59:33.548
14807,Ana Carolina Pereira,Outro,1976-07-16,Sales,PR,2025-07-29,d72355d6a4c4a91f8bd82af009b0ad077013c09487c81251cbb5a12c0c4bb2ac,1900-01-01,9999-12-31 23:59:59,True,923aa862379032250154b1b02eee453c5c1a8b30e778fe226462f12acbd6e7a5,manual_run_1,2026-06-24 00:59:33.548
4806,Yan Pereira,F,1995-10-13,Cavalcante Alegre,TO,2025-08-09,0a2ee9fb7e9dfd90dbdfba3d5f9dd2b444dd75152ddebe116631a52148d1d01b,1900-01-01,9999-12-31 23:59:59,True,b9a827f4d90a2dace8300eb5450db8c22c4183711b9e152be1100ba67efc29f5,manual_run_1,2026-06-24 00:59:33.548
7809,Sra. Gabrielly da Rosa,F,2002-09-23,Camargo,PI,2025-12-20,53c436a566d9b741ad79916d24eba56815a709790537407166c5a7e2df526f7f,1900-01-01,9999-12-31 23:59:59,True,3a7dbdc4349291c8ed27c457ed06ef4bcdf96c4581cdcdd83742bad82c62e5d0,manual_run_1,2026-06-24 00:59:33.548
5610,Ian Sampaio,Outro,1951-09-12,da Mota,PI,2024-10-31,f588a7aad1e0184035e6e2dc41fa7bac6e06d2f96cee8722569f21de5794d485,1900-01-01,9999-12-31 23:59:59,True,5f8f89d0aa881b37f3eee4ea7f981935f5555a50a4ec10135bcbf26b54c92e9f,manual_run_1,2026-06-24 00:59:33.548
3043,Joaquim Sá,M,1984-01-23,Albuquerque,MS,2023-02-13,2e68e8a2989cc93ada212e451ecfafcaf0807000350cc9af785dbba572792a7d,1900-01-01,9999-12-31 23:59:59,True,41d228c8acb53b42c23091a2609a21c640318cc4576a970ed5cd035a848b2e6e,manual_run_1,2026-06-24 00:59:33.548
11186,Dr. Levi Ramos,F,1967-05-02,Oliveira,RO,2024-07-09,ae47bfa01e025b175d1d6ec028a8cb0f7ef4a92a70a9104e29e60ca1fc52e3c3,1900-01-01,9999-12-31 23:59:59,True,83a02acf72ef56748cffe02f6b475bd4b947ece1c508210f03bd921e881f3bc8,manual_run_1,2026-06-24 00:59:33.548
3393,Nina da Rosa,F,2002-11-27,Pimenta Paulista,PI,2024-08-29,af54c979b6233cf33d9ffb617540359200b0ab36417c7a94ba543435ef224aad,1900-01-01,9999-12-31 23:59:59,True,de928ab71456d1ad6649843cd5e298cebc14239c22a913f04bbc79e792dc6f52,manual_run_1,2026-06-24 00:59:33.548
8504,Davi Miguel Alves,F,1998-01-06,Gomes,MT,2025-06-21,ebae04161c46a7ee05a0d4e94104bf3a83b88a6ac7817d24c2dbb4ae01becad5,1900-01-01,9999-12-31 23:59:59,True,dcaafceb19a174711cef6f234a6a56fa91c3b35f0b815b4c5db3a58dc3ae91cf,manual_run_1,2026-06-24 00:59:33.548
7225,Maya Nogueira,F,1984-02-13,Cardoso das Flores,GO,2025-03-31,de74d25bde73bc91b3dd658d79489707dd0b9bc712c2e49acb3e43b176cfe530,1900-01-01,9999-12-31 23:59:59,True,ad5e967ab7f3e229f76feea1f0b378334ae947de25596e1ebd0f720d893e63cd,manual_run_1,2026-06-24 00:59:33.548
2527,Maria Julia Barros,Outro,1959-01-10,Lima,PI,2023-02-08,cc88cadba3b5cc360f90b24399d5830c19b0286672e7ed1df33e5cd5243cbe38,1900-01-01,9999-12-31 23:59:59,True,613f639d04fda7026adcb7163cdaaf9c85bded731fc92a9d0218f8a629e2e346,manual_run_1,2026-06-24 00:59:33.548
6233,Ana Júlia Fernandes,F,1984-07-21,Duarte,CE,2026-04-20,37d0e0b6fcb38bccb52c5913bd588bfa34b48a6d295bf2aa829b2ba9248c6732,1900-01-01,9999-12-31 23:59:59,True,6681d2877b010bc579512d286ae5d51a5e7364a1f74c6fc3701b9c9bebcc5b83,manual_run_1,2026-06-24 00:59:33.548
4951,Alexia Souza,F,1950-07-29,Guerra de da Cunha,RN,2023-06-13,4d700aef70c9149db556959bddad6c8172a2485f7935711873fe5c045d2f0388,1900-01-01,9999-12-31 23:59:59,True,d0996644c0f71d395f1352498219c804fdbd7d5741a188754e2794f2affcece3,manual_run_1,2026-06-24 00:59:33.548
6237,Isadora Macedo,F,1966-07-25,Farias,MA,2023-08-27,21e59745069e100be49867d529ab328c493c60967311c272c712549a3a48fc56,1900-01-01,9999-12-31 23:59:59,True,be7ff9bb99a193bb519fc53aa66dc46dd1f1f76e53520f85c75c64688351ba62,manual_run_1,2026-06-24 00:59:33.548
13358,Emanuelly da Costa,M,1962-01-01,Duarte do Sul,AL,2025-05-01,f318ed76e0075d22892e081b1bdab5a0bc45cf4db0c7c3774e65d7829b33a623,1900-01-01,9999-12-31 23:59:59,True,b058066d75eb9b6603ed8d8e94f8ac1397b3223bb3222297a1bcdec0a4b8fd32,manual_run_1,2026-06-24 00:59:33.548
14766,Ana Cecília Fonseca,F,2001-07-13,Cunha,PE,2025-05-08,45b9edd6946202ccc78d046670f15d7982f39d516983e8a13b16f791638f3469,1900-01-01,9999-12-31 23:59:59,True,a1690fa10f3ef9492d68a9bc092bf591301990edf416d4fa5b541b42ff1c996a,manual_run_1,2026-06-24 00:59:33.548
12998,Hellena Melo,Outro,1979-12-12,Dias de Fernandes,MA,2024-12-16,57592c2d6fe288a0965b30969301097e2b7876a7942a76e491d4c4fd337a6648,1900-01-01,9999-12-31 23:59:59,True,5d9a91e60965baea3681fa3f0e6c3025528ec8a1331983f46b14ac9622710d10,manual_run_1,2026-06-24 00:59:33.548
1174,Lavínia Cirino,Outro,1971-11-17,Abreu do Sul,MG,2025-10-21,856dc125a614e28c88e76efbbc004e922831933089b05e605379e7cc7b21ea7c,1900-01-01,9999-12-31 23:59:59,True,9dea3588b68ec4c3e0b790f2deefb61b38b636c42d954da4b8aa17ca6250b87d,manual_run_1,2026-06-24 00:59:33.548
14159,Sr. Benjamim Machado,Outro,1963-09-02,Sales de Goiás,BA,2025-03-16,04449fe753eacc98092c245c11bc290ce15b351be78a85b27dd0bf617fa0091c,1900-01-01,9999-12-31 23:59:59,True,38f7106dcec408986c15e430c5e80d2b73f1af9848255bd02c64c72f21381297,manual_run_1,2026-06-24 00:59:33.548
6416,Asafe Gomes,M,1982-01-08,Lopes de Montenegro,RS,2024-06-26,964e52cf975ad2c89a05204875531aed17c5dd5fa6b801e1be1007d18151df74,1900-01-01,9999-12-31 23:59:59,True,c8678e5feffe33f2c9cb77ccf2b6b8a8f82694bc61bdc65cf10b6aa2477bb56d,manual_run_1,2026-06-24 00:59:33.548
5831,Pedro Martins,Outro,1991-02-28,Carvalho,AL,2025-02-20,bc7a668080d9d793a6e4ea147e1fdb261737232f2fe85a57925b6339cde0aa9f,1900-01-01,9999-12-31 23:59:59,True,02b2d2a9d9355e0e4a7219f6e6398a8b43f11ab3d327e41a31d75fd08675c843,manual_run_1,2026-06-24 00:59:33.548
211,Guilherme Viana,M,1993-12-09,Sousa das Flores,ES,2025-11-24,c2c78d069d1b062c4a25ae98ef227b32a68ea8e88cfaacdcc717336079d3ec7c,1900-01-01,9999-12-31 23:59:59,True,7bdbd4470a20db3ef65097a2a8505f8d8b538c1f5e8e9356d1f4fb392b2df09f,manual_run_1,2026-06-24 00:59:33.548
2465,Maria Vitória Azevedo,F,1957-08-18,Farias de Leão,SP,2024-11-23,bc85e05f71ab052b78ac22908b7138f4d0bb60feecc168f93fc400bacdbb9bb5,1900-01-01,9999-12-31 23:59:59,True,bb8cfc4622c0a278df80b0ca8048b24173d2d16264ec377a29540059d5f124e4,manual_run_1,2026-06-24 00:59:33.548
4502,Alice Ramos,Outro,1988-05-11,Novais do Amparo,RN,2025-04-30,1d4639d67035c842940fac0e171cc553e5c028561e765f90fe45b421198e58ad,1900-01-01,9999-12-31 23:59:59,True,671185bdf027ca13d0bbf8a3eb129768fccd7dcea85b9ee0608f4e995857036e,manual_run_1,2026-06-24 00:59:33.548
1821,Dra. Laís Silva,M,2003-06-16,Sousa do Oeste,MA,2025-12-05,b46ec4c0db3ff047f8c020ceca5f69f38fbd6a5966a914c367dbef93718ed019,1900-01-01,9999-12-31 23:59:59,True,e990d3fe82a17f861563b2f7dd3adabd344b85509f0a5dc8ed897d35bb8d8233,manual_run_1,2026-06-24 00:59:33.548
5838,Sra. Maria Alice Teixeira,F,1995-08-08,da Rosa do Campo,RN,2024-06-16,6a0a31b8f0589d3f7025c6aa6ea01f27a91399087006049ea1b3d695599a938a,1900-01-01,9999-12-31 23:59:59,True,d24eaf2eabe59d9f8c330f6e5a3750294d2c8a2c15015108718f4a3b1e88502c,manual_run_1,2026-06-24 00:59:33.548
11317,Dra. Maria Clara Pacheco,F,1957-05-29,Almeida,TO,2024-01-31,09ad2563c7a96240c66df9a6d36b8690d2280fbd5630af4f3db78b7b7b9ad42e,1900-01-01,9999-12-31 23:59:59,True,58bdcb0198150ad1817993c79cf31bfc733da483f33e87aa98f594ae96199301,manual_run_1,2026-06-24 00:59:33.548
10451,Isaac Siqueira,Outro,1960-10-10,da Costa,AC,2025-04-11,45fbd04d078c656cc283b2c7e532103f02a32f3d81f21a4007c929feea9c8972,1900-01-01,9999-12-31 23:59:59,True,ff46d32ac36a3e8f33e7b78a317024a8936961dd19dad29e633985d95fe8b5f8,manual_run_1,2026-06-24 00:59:33.548
8609,Gabriel Pimenta,M,1969-05-03,Albuquerque de Freitas,GO,2023-07-24,e25591fcd110ce6b0ac11861908557955d3553a1736159bf2602c893f0526312,1900-01-01,9999-12-31 23:59:59,True,2401754900b2353e1a96890078f1cbdddf714dd4c15b42a892ebf2635d562fdd,manual_run_1,2026-06-24 00:59:33.548
8102,João Moreira,F,1963-05-09,Cassiano,PR,2023-06-03,00a60836ed19a12a3168536d0c3e7423492bd46a70daedb9d1c7f5c2845cc4fa,1900-01-01,9999-12-31 23:59:59,True,00835a826b08c99446c6a22ff1f243d6bcf04b6c5cd381c984cfe102a9d9b404,manual_run_1,2026-06-24 00:59:33.548
13962,Maria Luiza Pinto,F,1998-02-10,da Cruz,CE,2023-11-05,ed8bed6b6f88007c63efdbf8b402c260d021604f2f1c6110ce20033f10a7bce6,1900-01-01,9999-12-31 23:59:59,True,0b5d800a4818e7928d8255439c3a59501352a91abd3e3e94e6edff030aca8531,manual_run_1,2026-06-24 00:59:33.548
6262,Isaac Carvalho,M,1957-04-13,Martins,MT,2023-05-15,408dac4128ab3c8821977bdb825345d1c8223895a8dcdd67f9bc8931434865b0,1900-01-01,9999-12-31 23:59:59,True,a805d0993ade6b2f509237e7e20260f46d615d0b1fb3288d3ccc2372587149d0,manual_run_1,2026-06-24 00:59:33.548
5792,Ana Luiza da Paz,Outro,1967-12-15,Camargo,RR,2025-12-30,7c8f65194ebf011200c2dbf42add9d275b2a4391b0bc61809b27c4e00c09ab9e,1900-01-01,9999-12-31 23:59:59,True,3d30e34299f036d42e50e0322ec4aed4f16785b7763680be70980f67e5018699,manual_run_1,2026-06-24 00:59:33.548
14524,Raquel Correia,F,1957-06-10,Nascimento,AC,2025-10-04,032aea4897e79e0fa1c1afc3d408d595f96172a9b21de4696a29b7d51e117ced,1900-01-01,9999-12-31 23:59:59,True,25f4849cc356fb802b558362f6823acdf0170ff9d86c1aa17bcfaaa350ef0f91,manual_run_1,2026-06-24 00:59:33.548
8398,João Miguel Cirino,M,2001-01-05,Siqueira do Norte,PB,2026-05-19,d6dee9becf6f91ab15aea42a1d4f688b8631649f271a9f2bbad1591ce2272daf,1900-01-01,9999-12-31 23:59:59,True,c83f9857cd718d7b4fe00465f6e51673475898598c265d50f5d0c69f6c7c5b17,manual_run_1,2026-06-24 00:59:33.548
660,Gael Henrique Rodrigues,F,1963-07-30,Marques,RS,2023-11-29,f9b334e2225e40f67a89b80f9d3b8182e5004a538940ee1719d39fe0ab944817,1900-01-01,9999-12-31 23:59:59,True,f6f00f7bb89b7e4a269956dfb2db0ac90b080d46e12fed1b35a33bc180331036,manual_run_1,2026-06-24 00:59:33.548
6927,Maria Isis Silva,Outro,1972-08-09,Aparecida da Serra,RR,2026-04-06,3a51e0e51b82ed0c90b2b7c3dfdc44aaf80b2e936df377f9acd4a26dfca162ec,1900-01-01,9999-12-31 23:59:59,True,b0e5087607fd4ef998328f8348aa17d3318fd6d21d7be7927f7591bcbecaeb32,manual_run_1,2026-06-24 00:59:33.548
4953,Daniel da Luz,Outro,1963-08-07,Barros,TO,2026-03-27,549fc241c6ac26d49ea9237a1b733d4e3deb9cc6e42e3e4570e530b2ec9915cd,1900-01-01,9999-12-31 23:59:59,True,eaa8fc3f3a8cbd85e315de0337937b99944f606ef2769ab45914acb1af3bb4bd,manual_run_1,2026-06-24 00:59:33.548
6946,Srta. Maria Júlia Marques,M,1969-02-17,Abreu do Galho,AM,2023-10-31,ce2ccad0b339acaa9486d38201a695d11493984f5c208bbf1f6d1bb9132a47a2,1900-01-01,9999-12-31 23:59:59,True,5e3d37fe2bd229674c67ae95f46dae087a010dce96b09f129d31f681e4982c33,manual_run_1,2026-06-24 00:59:33.548
7519,Alexandre Ferreira,F,1989-11-11,Rocha,PR,2026-06-01,0804d7fdfc80be6907ac2e0b46d04436c06c53616de2350b355e0bbe20b4e6fb,1900-01-01,9999-12-31 23:59:59,True,b734af795ffd9b856648af66279ac254c9b573d5f1ce434f2120bd14761e92b9,manual_run_1,2026-06-24 00:59:33.548
1328,Maitê Cavalcante,F,1988-10-06,das Neves das Pedras,PE,2024-08-30,b291bf23190f64a972413b253995e7df1df1512a2a4e77a4e2dabcf3b45a07a3,1900-01-01,9999-12-31 23:59:59,True,4defb868c8681c28242a0a707e37a09acec41104751b01947617e13c5d77c624,manual_run_1,2026-06-24 00:59:33.548
4983,Henrique Câmara,M,1952-07-05,Costa Paulista,MG,2023-01-01,174dfe28e732ca4cd51ba968220daff4f47c6a949cef53425231b6b605853b0a,1900-01-01,9999-12-31 23:59:59,True,7f3a74f65cfde9292e0cc6dde20c828aed92356e8e96366c8eadc36c3f47e93c,manual_run_1,2026-06-24 00:59:33.548
1072,Luna das Neves,Outro,1981-03-23,da Cruz,AC,2026-06-10,d16b4df398776f16449e05fc295eda957fb976660c0e75aec1d172717f02e0d1,1900-01-01,9999-12-31 23:59:59,True,cbf9feb52b0d05907920b3c2e5d9c1bc90f137dd37e400bef5b903dfb8ad794d,manual_run_1,2026-06-24 00:59:33.548
3540,Liz Aragão,M,2001-05-30,Novais,SC,2024-04-29,fe0b6790beb263023cf067187d8f3e65f3d9a91d3220fdead69188c3a7075761,1900-01-01,9999-12-31 23:59:59,True,cdd365be1eefdb35da1b8f239e475093bb9751e5f57d1ed0eb8716e5a6a87af1,manual_run_1,2026-06-24 00:59:33.548
8817,Pedro Henrique Garcia,Outro,1996-02-07,Pimenta da Prata,RO,2025-02-20,846fa3d6aade5250d3e7405c570d5b0fe486ecd8aeffdbd40e2bb71c2bb810a8,1900-01-01,9999-12-31 23:59:59,True,1700359dbeb3bc48488abac09e499777a7e9fd3c5cf4217c7e70b67b0a1ed595,manual_run_1,2026-06-24 00:59:33.548
1748,Lívia Carvalho,Outro,2006-08-26,Monteiro de Minas,DF,2025-07-18,ca48a70544ecb74d8d803a3dcd9e84a73239c7d92e0c10d9ca77567b27d8acdb,1900-01-01,9999-12-31 23:59:59,True,0b56eb6e65d9528ebce6216e1f2ba684c6a071c47f8fd679ae99d5b671aa5eb9,manual_run_1,2026-06-24 00:59:33.548
334,Luiz Gustavo Alves,F,1958-10-02,Costela,TO,2024-07-12,c0e7d3133b4c8ae55e54ce6bdbc4ab6b282cbd2b07a93afd5da0b0c7d2bfec36,1900-01-01,9999-12-31 23:59:59,True,ff2732fdcfa40796a93ad6fff6ce25335487171288b86ada6742f307bdc1225c,manual_run_1,2026-06-24 00:59:33.548
11868,Heitor Vargas,F,1970-03-25,Novais,GO,2024-12-10,34b865efb92b5f805f026664c5a19db81106431891621ff63fc0039f63b03df9,1900-01-01,9999-12-31 23:59:59,True,45f5e212d2766736ed47af1107414e5ff1c9ff608dc1f74cf002e645ef065708,manual_run_1,2026-06-24 00:59:33.548
8545,Enrico Sá,F,1956-05-27,Moura,PE,2025-03-13,57c33f36f79d24065b1faec3d2264ac5676979db50b81d3c881b2b4a24dbf903,1900-01-01,9999-12-31 23:59:59,True,ed0d5c29481675e906ba21099381df93a87f2355f5de2bddb9453424a7ee066b,manual_run_1,2026-06-24 00:59:33.548
5954,Enzo Gabriel Fernandes,F,1983-02-05,Melo,TO,2026-04-19,1688fe0921064afedfe557f019d08d82efedfeab618316429e98779f1b5c9063,1900-01-01,9999-12-31 23:59:59,True,7c250a88676b468f0407f98e1328b3840348e0ff73c9b18e18fd603b2176b252,manual_run_1,2026-06-24 00:59:33.548
10677,Brenda Duarte,M,1964-08-29,Gonçalves de Machado,GO,2023-06-04,b6153f9e07d7155193f6d5e8aaef9ef9d4de3d8afbb7a746de6e00c198c054c2,1900-01-01,9999-12-31 23:59:59,True,de4a3f8285fefc6fe130bcb7bfbc0ef790408a5d1c73e70fba09ba7ea956290c,manual_run_1,2026-06-24 00:59:33.548
4407,Nathan Almeida,M,1952-08-31,Martins,AL,2023-04-09,a0a693bf2fcb455ee3c582ad05b43c04b01dd4d2b9cd541389216fc76baa31d3,1900-01-01,9999-12-31 23:59:59,True,55214b8e6237114b1226a688a900373477d8f75cff73bfbe0f2db68f6de93792,manual_run_1,2026-06-24 00:59:33.548
13933,Vitor Teixeira,Outro,1998-12-02,Garcia,PI,2023-04-13,015807cbb5374b9918f0ba2e14e459c13be9dd3370ffc412434ae62944296bf3,1900-01-01,9999-12-31 23:59:59,True,372a7157c4ed15ea93f0d138c65756bfae3c702294a8bdeef8bda3881bd98bf6,manual_run_1,2026-06-24 00:59:33.548
4005,Bryan Fonseca,F,1984-02-06,Siqueira,SP,2025-01-26,e4c0e8668580ad350e015d5e445325e55e9bb7867ac007f532d4dfb3754de2e5,1900-01-01,9999-12-31 23:59:59,True,1a46c7c7255d785ddb6a32215610e99674e6aaa6dbe7293d9d10cb9866795b95,manual_run_1,2026-06-24 00:59:33.548
14256,Heitor Moreira,F,2004-03-16,Cirino,AM,2023-04-14,99db76888212ee0d02dee2baae1496b199c6c54591a37b7295a115df3340e2da,1900-01-01,9999-12-31 23:59:59,True,4b790d701c1256c1941d4644670ce79b76ea3b15399037662bfc3a291ac7ce7a,manual_run_1,2026-06-24 00:59:33.548
1157,Ravy Camargo,M,1963-10-18,Jesus,PE,2024-09-03,e9167e103c435dea733c6fa60e8be105aab74a7b48f7ccbb22dbc70c7bddeeb1,1900-01-01,9999-12-31 23:59:59,True,a45cbd38d53c25f2284e4550e8504605e332de0f3002cc4309fab402d4c4c29d,manual_run_1,2026-06-24 00:59:33.548
13805,Srta. Luiza Campos,Outro,1955-09-11,Vieira do Norte,RR,2023-04-05,976a95c2e56dfc689e331d22a26ee6a1c1db06ad5066330aef8db8169bd2abb6,1900-01-01,9999-12-31 23:59:59,True,37649d9745c4e9128b163cb934f3401c04f93b84ce9a62e443f65972d0882739,manual_run_1,2026-06-24 00:59:33.548
3380,Otto Novais,M,2005-04-10,Martins,AP,2025-06-11,78a216630a971e466dc4693a3786dfd4d7df60d6bd4480f91fde4975ec3bbc16,1900-01-01,9999-12-31 23:59:59,True,d02a9c0127afaf74d29f4f882ef51366f6f574e7fc83e15c21c7c3bd96e90a7a,manual_run_1,2026-06-24 00:59:33.548
4122,Kaique Peixoto,M,1989-05-12,Casa Grande do Oeste,MA,2024-09-13,c71f40ef6b06de11ae0365e209dbbd50023252e16353796c240ae28b557cfd17,1900-01-01,9999-12-31 23:59:59,True,8658d11ea4e27db6aa8e5178d8a4685872f0f8d65dca74db1945899ca0061f81,manual_run_1,2026-06-24 00:59:33.548
1991,Gabriel Peixoto,M,1981-11-04,Cavalcanti do Sul,MT,2026-03-25,2b968252a8c8ad19f306ed6652e500c86319e8cc3d717738d5829b18a0e34880,1900-01-01,9999-12-31 23:59:59,True,b0e4af3c628a16ad63f24c1f2af503c11df9ea56a429fff02d4a120ed686c128,manual_run_1,2026-06-24 00:59:33.548
1432,Lucas Gabriel Viana,Outro,1990-05-18,da Rocha,PA,2024-08-03,323daf72530f071e48fb9daf691540ab9e3b3f159ff1e856009aec02a423e74a,1900-01-01,9999-12-31 23:59:59,True,0184990493b49c1d93b37d008fa434d694e8e0316938a7cce89bade9f0487111,manual_run_1,2026-06-24 00:59:33.548
6724,Sr. Thales Nogueira,F,1987-04-14,Rocha,SC,2024-08-26,6372c2693a945b19d0bb8e8c1fadcc3b14492c43df83485c6be1c3ca997e3612,1900-01-01,9999-12-31 23:59:59,True,82b86eec166c0f18e0a9c557f55979c55abaf21e9a4ead76a9c95c37a68e95fc,manual_run_1,2026-06-24 00:59:33.548
8111,Srta. Julia Novaes,M,1962-12-06,Nogueira da Serra,MT,2023-06-05,ff1f02cb17c37f157b2b6516c81d3a624b42fc6af0141da6ef43795791b9a792,1900-01-01,9999-12-31 23:59:59,True,e1a516c76c0cce6150f0140d88c483529c9ae8e410e705e825cf73d80dc1f456,manual_run_1,2026-06-24 00:59:33.548
12788,Enrico Barbosa,Outro,1969-06-29,da Conceição das Flores,SC,2025-07-06,633af7ee6959f22acd269bc128c2669995a9c0a418fed95b2e07576f514831a1,1900-01-01,9999-12-31 23:59:59,True,6f4194f1f8bdfe601aecc29479866b760037f6db90255501e3a0748040d69eb5,manual_run_1,2026-06-24 00:59:33.548
8766,Maria Fernanda Alves,M,1954-11-02,Rios do Sul,PB,2024-10-21,2fdc40b8af2504135e1bf4a8544a7f9c41fc07c248a9fab7f6dc4aba0c18b304,1900-01-01,9999-12-31 23:59:59,True,474655e68db32a7967b16f3e723022e9a96ad4327e470fed5a52cafb1ba41ded,manual_run_1,2026-06-24 00:59:33.548
786,Benicio Albuquerque,Outro,1980-01-21,Santos das Flores,AP,2024-08-27,1ad961e3445e6905b28117d3262d29624c244e1f2f93989467567a17729d8b3e,1900-01-01,9999-12-31 23:59:59,True,e20343f64005c0c88952c4bd5f90684636c4676e0a1d7e9b88874521286dc81d,manual_run_1,2026-06-24 00:59:33.548
3632,Ayla Martins,M,1996-02-24,da Cunha,PB,2023-02-05,562e7126f6aa74db7e91234ce89240861064b65a40dfc4454adf434ab1663079,1900-01-01,9999-12-31 23:59:59,True,68a7bc1f318001fe00b4071f220fcd0c613af24cfc45eb208fa269e2050426a0,manual_run_1,2026-06-24 00:59:33.548
1621,Isabela Dias,Outro,1993-04-28,Caldeira,AL,2023-04-30,1994afcbafa1bfa8666848d746b58a7905eef2ae7156f23bd811f461957fb937,1900-01-01,9999-12-31 23:59:59,True,d3aa4ea0c88a0babe419bdf2a67e5a5d572d9dd215d6300d3e6eea10eca75ffe,manual_run_1,2026-06-24 00:59:33.548
7820,Lara Peixoto,F,1985-07-12,da Mata das Flores,SE,2025-05-27,41cb44dbdeb0125bff5d7ff28948a1ccfd4a85916534c17b60db81d2596c6504,1900-01-01,9999-12-31 23:59:59,True,898998eeb6ad4813b2c10d31a532bc9d7f6bb9b5653213539fb9e896dde17561,manual_run_1,2026-06-24 00:59:33.548
9391,Maria Laura Andrade,Outro,1975-04-01,Sousa de da Paz,MG,2023-07-10,6cb85ab965cc4ef3ef33e25c5576e9df8ed11f908d65b6ab630c3f474d784f44,1900-01-01,9999-12-31 23:59:59,True,eecfe37442d499d9cc7304efd7c87a0b2c532ca3a894ed056239171223aee024,manual_run_1,2026-06-24 00:59:33.548
